"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment",
"Q18","SOT-23(SOT-23-3)","54.712mm","13.508mm","54.712mm","13.508mm","53.462mm","14.458mm","T","180","8550",
"Q19","SOT-23(SOT-23-3)","59.03mm","9.825mm","59.03mm","9.825mm","57.78mm","10.775mm","T","180","8550",
"Q2","SOT-23(SOT-23-3)","21.882mm","3.729mm","21.882mm","3.729mm","20.632mm","4.679mm","T","180","8550",
"Q20","SOT-23(SOT-23-3)","61.316mm","13.381mm","61.316mm","13.381mm","60.066mm","14.331mm","T","180","8550",
"Q21","SOT-23(SOT-23-3)","65.634mm","9.698mm","65.634mm","9.698mm","64.384mm","10.648mm","T","180","8550",
"Q22","SOT-23(SOT-23-3)","68.364mm","13.254mm","68.364mm","13.254mm","67.114mm","14.204mm","T","180","8550",
"Q23","SOT-23(SOT-23-3)","72.238mm","9.444mm","72.238mm","9.444mm","70.988mm","10.394mm","T","180","8550",
"Q24","SOT-23(SOT-23-3)","74.778mm","13.127mm","74.778mm","13.127mm","73.528mm","14.077mm","T","180","8550",
"Q25","SOT-23(SOT-23-3)","78.842mm","9.444mm","78.842mm","9.444mm","77.592mm","10.394mm","T","180","8550",
"Q26","SOT-23(SOT-23-3)","81.128mm","13.127mm","81.128mm","13.127mm","79.878mm","14.077mm","T","180","8550",
"Q3","SOT-23(SOT-23-3)","40.234mm","17.699mm","40.234mm","17.699mm","41.184mm","18.949mm","T","90","8050",
"Q4","SOT-23(SOT-23-3)","44.0497mm","17.699mm","44.0497mm","17.699mm","44.9997mm","18.949mm","T","90","8050",
"Q5","SOT-23(SOT-23-3)","47.8655mm","17.699mm","47.8655mm","17.699mm","48.8155mm","18.949mm","T","90","8050",
"Q6","SOT-23(SOT-23-3)","51.681mm","17.699mm","51.681mm","17.699mm","52.631mm","18.949mm","T","90","8050",
"Q7","SOT-23(SOT-23-3)","55.497mm","17.699mm","55.497mm","17.699mm","56.447mm","18.949mm","T","90","8050",
"Q8","SOT-23(SOT-23-3)","59.313mm","17.699mm","59.313mm","17.699mm","60.263mm","18.949mm","T","90","8050",
"Q9","SOT-23(SOT-23-3)","63.128mm","17.699mm","63.128mm","17.699mm","64.078mm","18.949mm","T","90","8050",
"R1","0603_R","22.517mm","64.6043mm","22.517mm","64.6043mm","23.287mm","64.6043mm","T","180","33",
"R10","0603_R","28.105mm","50.719mm","28.105mm","50.719mm","28.105mm","51.489mm","T","270","1K",
"R11","0603_R","35.598mm","22.525mm","35.598mm","22.525mm","36.368mm","22.525mm","T","180","33",
"R12","0603_R","38.519mm","8.682mm","38.519mm","8.682mm","38.519mm","7.912mm","T","90","33",
"R13","0603_R","23.025mm","12.111mm","23.025mm","12.111mm","23.025mm","11.341mm","T","90","33",
"R14","0603_R","23.025mm","8.174mm","23.025mm","8.174mm","23.025mm","7.404mm","T","90","33",
"R15","0603_R","28.867mm","22.525mm","28.867mm","22.525mm","29.637mm","22.525mm","T","180","33",
"R16","0603_R","25.565mm","22.525mm","25.565mm","22.525mm","26.335mm","22.525mm","T","180","33",
"R17","0603_R","40.297mm","8.682mm","40.297mm","8.682mm","40.297mm","7.912mm","T","90","33",
"R18","0603_R","20.612mm","7.133mm","20.612mm","7.133mm","20.612mm","6.363mm","T","90","1K",
"R19","0603_R","16.6115mm","45.385mm","16.6115mm","45.385mm","15.8415mm","45.385mm","T","0","1K",
"R2","0603_R","22.517mm","62.2125mm","22.517mm","62.2125mm","23.287mm","62.2125mm","T","180","33",
"R20","1206_R","43.0148mm","75.738mm","43.0148mm","75.738mm","44.5048mm","75.738mm","T","180","0",
"R21","0603_R","40.2716mm","20.62mm","40.2716mm","20.62mm","39.5016mm","20.62mm","T","0","47K",
"R22","0603_R","44.1752mm","20.62mm","44.1752mm","20.62mm","43.4052mm","20.62mm","T","0","47K",
"R23","0603_R","47.8916mm","20.62mm","47.8916mm","20.62mm","47.1216mm","20.62mm","T","0","47K",
"R24","0603_R","51.752mm","20.671mm","51.752mm","20.671mm","50.982mm","20.671mm","T","0","47K",
"R25","0603_R","13.0mm","37.5mm","13.0mm","37.5mm","12.23mm","37.5mm","T","0","4.7K",
"R26","0603_R","42.774mm","9.873mm","42.774mm","9.873mm","42.774mm","9.103mm","T","90","4.7K",
"R27","0603_R","45.568mm","13.508mm","45.568mm","13.508mm","45.568mm","12.738mm","T","90","4.7K",
"R28","0603_R","49.251mm","9.825mm","49.251mm","9.825mm","49.251mm","9.055mm","T","90","4.7K",
"R29","0603_R","51.791mm","13.381mm","51.791mm","13.381mm","51.791mm","12.611mm","T","90","4.7K",
"R3","0603_R","22.517mm","57.4288mm","22.517mm","57.4288mm","23.287mm","57.4288mm","T","180","33",
"R30","0603_R","55.982mm","9.833mm","55.982mm","9.833mm","55.982mm","9.063mm","T","90","4.7K",
"R31","0603_R","58.395mm","13.381mm","58.395mm","13.381mm","58.395mm","12.611mm","T","90","4.7K",
"R32","0603_R","62.713mm","9.571mm","62.713mm","9.571mm","62.713mm","8.801mm","T","90","4.7K",
"R33","0603_R","65.126mm","13.254mm","65.126mm","13.254mm","65.126mm","12.484mm","T","90","4.7K",
"R34","0603_R","69.317mm","9.571mm","69.317mm","9.571mm","69.317mm","8.801mm","T","90","4.7K",
"R35","0603_R","71.857mm","13.0mm","71.857mm","13.0mm","71.857mm","12.23mm","T","90","4.7K",
"R36","0603_R","75.921mm","9.317mm","75.921mm","9.317mm","75.921mm","8.547mm","T","90","4.7K",
"R37","0603_R","78.207mm","13.0mm","78.207mm","13.0mm","78.207mm","12.23mm","T","90","4.7K",
"R38","0603_R","55.512mm","20.62mm","55.512mm","20.62mm","54.742mm","20.62mm","T","0","47K",
"R39","0603_R","59.372mm","20.62mm","59.372mm","20.62mm","58.602mm","20.62mm","T","0","47K",
"R4","0603_R","26.2mm","50.719mm","26.2mm","50.719mm","26.2mm","51.489mm","T","270","33",
"R40","0603_R","63.132mm","20.671mm","63.132mm","20.671mm","62.362mm","20.671mm","T","0","47K",
"R41","0603_R","66.992mm","20.62mm","66.992mm","20.62mm","66.222mm","20.62mm","T","0","47K",
"R42","0603_R","70.81mm","20.62mm","70.81mm","20.62mm","70.04mm","20.62mm","T","0","47K",
"R43","0603_R","74.612mm","20.62mm","74.612mm","20.62mm","73.842mm","20.62mm","T","0","47K",
"R44","0603_R","75.0mm","70.5mm","75.0mm","70.5mm","74.23mm","70.5mm","T","0","49.9",
"R45","0603_R","72.0mm","78.5mm","72.0mm","78.5mm","71.23mm","78.5mm","T","0","49.9",
"R46","0603_R","63.538mm","84.882mm","63.538mm","84.882mm","63.538mm","85.652mm","T","270","330",
"R47","0603_R","74.206mm","85.144mm","74.206mm","85.144mm","74.976mm","85.144mm","T","180","330",
"R48","0603_R","71.0mm","70.5mm","71.0mm","70.5mm","70.23mm","70.5mm","T","0","49.9",
"R49","0603_R","67.5mm","69.5mm","67.5mm","69.5mm","66.73mm","69.5mm","T","0","49.9",
"R5","0603_R","22.517mm","55.037mm","22.517mm","55.037mm","23.287mm","55.037mm","T","180","33",
"R50","0603_R","62.903mm","30.399mm","62.903mm","30.399mm","63.673mm","30.399mm","T","180","10K",
"R51","0603_R","78.143mm","60.752mm","78.143mm","60.752mm","78.913mm","60.752mm","T","180","12K",
"R52","0603_R","68.364mm","39.543mm","68.364mm","39.543mm","69.134mm","39.543mm","T","180","100",
"R53","0603_R","79.413mm","42.21mm","79.413mm","42.21mm","79.413mm","41.44mm","T","90","1K",
"R54","0603_R","81.699mm","42.464mm","81.699mm","42.464mm","81.699mm","43.234mm","T","270","1K",
"R55","0603_R","27.0702mm","80.5052mm","27.0702mm","80.5052mm","27.0702mm","81.2752mm","T","270","100K",
"R56","0603_R","33.852mm","87.3204mm","33.852mm","87.3204mm","34.622mm","87.3204mm","T","180","100K",
"R57","0603_R","14.0mm","50.5mm","14.0mm","50.5mm","13.23mm","50.5mm","T","0","300",
"R58","0603_R","33.852mm","85.3392mm","33.852mm","85.3392mm","33.082mm","85.3392mm","T","0","15K",
"R59","0603_R","29.7372mm","88.2348mm","29.7372mm","88.2348mm","28.9672mm","88.2348mm","T","0","51K",
"R59*1","0603_R","26.2908mm","88.2348mm","26.2908mm","88.2348mm","27.0608mm","88.2348mm","T","180","100K",
"R6","0603_R","22.517mm","66.9962mm","22.517mm","66.9962mm","23.287mm","66.9962mm","T","180","33",
"R60","0603_R","78.321mm","20.62mm","78.321mm","20.62mm","77.551mm","20.62mm","T","0","47K",
"R61","0603_R","82.08mm","20.671mm","82.08mm","20.671mm","81.31mm","20.671mm","T","0","47K",
"R7","0603_R","22.517mm","69.388mm","22.517mm","69.388mm","23.287mm","69.388mm","T","180","33",
"R8","0603_R","22.517mm","59.8207mm","22.517mm","59.8207mm","23.287mm","59.8207mm","T","180","33",
"R9","0603_R","32.169mm","22.525mm","32.169mm","22.525mm","32.939mm","22.525mm","T","180","33",
"U1","LQFP-100_14X14X05P","40.932mm","40.178mm","40.932mm","40.178mm","46.932mm","47.728mm","T","180","EPM240T100",
"U2","TSSOP-14","60.744mm","24.379mm","60.744mm","24.379mm","57.894mm","26.329mm","T","270","74HC04",
"U3","SOT-223","59.499mm","71.5216mm","59.499mm","71.5216mm","62.499mm","69.2216mm","T","0","AZ1117-1.8",
"U4","LQFP-64_10X10X05P","68.385mm","53.7168mm","68.385mm","53.7168mm","72.135mm","59.2668mm","T","180","CH395Q",
"U5","LQFP-48_7X7X05P","61.316mm","36.597mm","61.316mm","36.597mm","65.366mm","33.847mm","T","90","STM32F030C8Tx",
"U6","SOIC-8_W3.9mm","77.381mm","36.876mm","77.381mm","36.876mm","74.931mm","38.781mm","T","270","MAX485E",
"U7","TSOT-23-8_HandSoldering","30.3722mm","84.1962mm","30.3722mm","84.1962mm","31.3422mm","85.9062mm","T","270","SY8303",
"U8","SOT-223","50.203mm","72.69mm","50.203mm","72.69mm","52.503mm","75.69mm","T","90","AZ1117-3.3",
"U9","TSSOP-14","71.615mm","24.43mm","71.615mm","24.43mm","68.765mm","26.38mm","T","270","74HC04",
"Y1","Crystal_SMD_3225-4pin_3.2x2.5mm","66.734mm","63.9276mm","66.734mm","63.9276mm","67.834mm","64.7776mm","T","180","30MHz",
"Through Hole Items ",
"D1","LED_D3.0mm","17.5132mm","50.3126mm","17.5132mm","50.3126mm","17.5132mm","50.3126mm","T","0","Remote",
"D4","LED_D3.0mm","4.9656mm","50.3126mm","4.9656mm","50.3126mm","4.9656mm","50.3126mm","T","0","Red",
"J2","PINTST","73.508mm","30.208mm","73.508mm","30.208mm","73.508mm","30.208mm","T","0","Conn_01x01",
"J9","PINTST","13.6524mm","43.5308mm","13.6524mm","43.5308mm","13.6524mm","43.5308mm","T","0","RST",
"SC1","M3_Screwhole","4.0mm","86.0mm","4.0mm","86.0mm","6.05681mm","87.1875mm","T","0","Conn_01x01",
"SC2","M3_Screwhole","4.0mm","4.0mm","4.0mm","4.0mm","6.05681mm","5.1875mm","T","0","Conn_01x01",
"SC3","M3_Screwhole","79.54mm","29.383mm","79.54mm","29.383mm","81.59681mm","30.5705mm","T","0","Conn_01x01",
"SC4","M3_Screwhole","53.683mm","48.5854mm","53.683mm","48.5854mm","55.73981mm","49.7729mm","T","0","Conn_01x01",
"SEG1","7SegmentLED_LTS6760_LTS6780","31.169mm","62.403mm","31.169mm","62.403mm","26.089mm","54.783mm","T","0","0.56'' BLUE CA",
"SEG2","7SegmentLED_LTS6760_LTS6780","31.169mm","11.73mm","31.169mm","11.73mm","26.089mm","4.11mm","T","0","0.56'' BLUE CA",
"SW1","SRBV170501","9.976mm","67.229mm","9.976mm","67.229mm","4.976mm","76.379mm","T","180","SRBV170501",
"SW2","SRBV170501","9.976mm","19.604mm","9.976mm","19.604mm","4.976mm","28.754mm","T","180","SRBV170501",
"SW3","K8-7071","6.642mm","39.797mm","6.642mm","39.797mm","4.642mm","37.297mm","T","0","LOAD",
"SW4","K8-7071","18.961mm","39.797mm","18.961mm","39.797mm","16.961mm","37.297mm","T","0","REMOTE",
"J1","JTAG_10","45.758mm","66.721mm","45.758mm","66.721mm","45.758mm","66.721mm","B","270","Blaster JTAG",
"J3","JST_XH_B08B-XH-A_08x2.50mm_Straight","39.504mm","2.84mm","39.504mm","2.84mm","39.504mm","2.84mm","B","0","Conn_01x08",
"J4","JST_XH_B08B-XH-A_08x2.50mm_Straight","63.38mm","2.84mm","63.38mm","2.84mm","63.38mm","2.84mm","B","0","Conn_01x08",
"J5","HR913550A","72.826mm","82.088mm","72.826mm","82.088mm","68.376mm","75.738mm","B","180","HR913550A",
"J6","Pin_Header_Straight_1x04_Pitch2.54mm","56.934mm","28.342mm","56.934mm","28.342mm","56.934mm","28.342mm","B","270","SWD",
"J7","PhoenixContact_MSTBA-G_03x5.08mm_Angled","47.409mm","83.358mm","47.409mm","83.358mm","47.409mm","83.358mm","B","0","485",
"J8","PhoenixContact_MSTBA-G_02x5.08mm_Angled","11.754mm","83.231mm","11.754mm","83.231mm","11.754mm","83.231mm","B","0","12VDC",
"RV1","3362P","39.3384mm","85.6948mm","39.3384mm","85.6948mm","36.7984mm","85.6948mm","B","0","100K",
