"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment",
"R2","0603","20.63336mm","3.10416mm","20.63336mm","3.10416mm","21.33336mm","3.10416mm","T","180","100",
"R20","0603","7.555mm","44.9568mm","7.555mm","44.9568mm","7.555mm","44.2568mm","T","90","10K",
"R21","0603","30.161mm","43.8026mm","30.161mm","43.8026mm","30.161mm","43.1026mm","T","90","10K",
"R22","0603","9.0282mm","44.9568mm","9.0282mm","44.9568mm","9.0282mm","44.2568mm","T","90","10K",
"R23","0603","5.523mm","30.4676mm","5.523mm","30.4676mm","5.523mm","29.7676mm","T","90","10K",
"R24","0603","10.5014mm","44.9568mm","10.5014mm","44.9568mm","10.5014mm","44.2568mm","T","90","10K",
"R25","0603","7.02668mm","30.4676mm","7.02668mm","30.4676mm","7.02668mm","29.7676mm","T","90","10K",
"R26","0603","11.9746mm","44.9568mm","11.9746mm","44.9568mm","11.9746mm","44.2568mm","T","90","10K",
"R27","0603","8.53036mm","30.4676mm","8.53036mm","30.4676mm","8.53036mm","29.7676mm","T","90","10K",
"R28","0603","13.4478mm","44.9568mm","13.4478mm","44.9568mm","13.4478mm","44.2568mm","T","90","10K",
"R29","0603","10.03404mm","30.4676mm","10.03404mm","30.4676mm","10.03404mm","29.7676mm","T","90","10K",
"R3","0603","3.5926mm","45.668mm","3.5926mm","45.668mm","3.5926mm","46.368mm","T","270","47K",
"R30","0603","14.921mm","44.9568mm","14.921mm","44.9568mm","14.921mm","44.2568mm","T","90","10K",
"R31","0603","11.53772mm","30.4676mm","11.53772mm","30.4676mm","11.53772mm","29.7676mm","T","90","10K",
"R32","0603","16.3942mm","44.9568mm","16.3942mm","44.9568mm","16.3942mm","44.2568mm","T","90","10K",
"R33","0603","13.0414mm","30.4676mm","13.0414mm","30.4676mm","13.0414mm","29.7676mm","T","90","10K",
"R34","0603","38.908mm","9.4237mm","38.908mm","9.4237mm","38.208mm","9.4237mm","T","0","470K",
"R35","0603","36.614mm","2.045mm","36.614mm","2.045mm","37.314mm","2.045mm","T","180","100K",
"R36","0603","54.037mm","62.943mm","54.037mm","62.943mm","54.037mm","63.643mm","T","270","10K",
"R37","0603","53.0337mm","27.6863mm","53.0337mm","27.6863mm","53.7337mm","27.6863mm","T","180","10K",
"R38","0603","64.8589mm","24.2319mm","64.8589mm","24.2319mm","64.1589mm","24.2319mm","T","0","81",
"R39","0603","67.6006mm","24.2319mm","67.6006mm","24.2319mm","66.9006mm","24.2319mm","T","0","81",
"R4","0603","26.8082mm","60.9984mm","26.8082mm","60.9984mm","26.8082mm","60.2984mm","T","90","10K",
"R40","0603","73.5569mm","31.094136mm","73.5569mm","31.094136mm","74.2569mm","31.094136mm","T","180","81",
"R41","0603","73.5569mm","29.49817mm","73.5569mm","29.49817mm","74.2569mm","29.49817mm","T","180","81",
"R42","0603","73.5569mm","27.9022mm","73.5569mm","27.9022mm","74.2569mm","27.9022mm","T","180","81",
"R43","0603","59.9806mm","24.2319mm","59.9806mm","24.2319mm","59.2806mm","24.2319mm","T","0","81",
"R44","0603","57.212mm","24.2319mm","57.212mm","24.2319mm","56.512mm","24.2319mm","T","0","81",
"R45","0603","63.1795mm","83.4393mm","63.1795mm","83.4393mm","63.8795mm","83.4393mm","T","180","81",
"R46","0603","65.9608mm","83.4266mm","65.9608mm","83.4266mm","66.6608mm","83.4266mm","T","180","81",
"R47","0603","64.7319mm","62.3319mm","64.7319mm","62.3319mm","64.0319mm","62.3319mm","T","0","81",
"R48","0603","59.7774mm","62.3319mm","59.7774mm","62.3319mm","59.0774mm","62.3319mm","T","0","81",
"R49","0603","56.9707mm","62.3319mm","56.9707mm","62.3319mm","56.2707mm","62.3319mm","T","0","81",
"R5","0603","23.9761mm","61.1254mm","23.9761mm","61.1254mm","23.9761mm","60.4254mm","T","90","10K",
"R50","0603","58.2138mm","83.3758mm","58.2138mm","83.3758mm","58.9138mm","83.3758mm","T","180","81",
"R51","0603","55.5341mm","83.4012mm","55.5341mm","83.4012mm","56.2341mm","83.4012mm","T","180","81",
"R52","0603","51.03mm","16.142mm","51.03mm","16.142mm","51.73mm","16.142mm","T","180","10K",
"R53","0603","51.027mm","18.682mm","51.027mm","18.682mm","51.727mm","18.682mm","T","180","10K",
"R54","0603","79.54mm","32.652mm","79.54mm","32.652mm","78.84mm","32.652mm","T","0","10K",
"R55","0603","51.027mm","21.222mm","51.027mm","21.222mm","50.327mm","21.222mm","T","0","10K",
"R56","0603","51.092mm","8.522mm","51.092mm","8.522mm","50.392mm","8.522mm","T","0","10K",
"R57","0603","51.092mm","11.1509mm","51.092mm","11.1509mm","50.392mm","11.1509mm","T","0","10K",
"R58","0603","51.092mm","13.602mm","51.092mm","13.602mm","50.392mm","13.602mm","T","0","10K",
"R59","0603","95.835533mm","44.936669mm","95.835533mm","44.936669mm","95.835533mm","45.636669mm","T","270","1K",
"R6","0603","20.4201mm","61.1254mm","20.4201mm","61.1254mm","20.4201mm","60.4254mm","T","90","10K",
"R60","0603","97.448433mm","44.947869mm","97.448433mm","44.947869mm","97.448433mm","44.247869mm","T","90","1K",
"R61","0603","94.8421mm","59.2316mm","94.8421mm","59.2316mm","94.8421mm","59.9316mm","T","270","100",
"R62","0603","80.3895mm","94.7931mm","80.3895mm","94.7931mm","81.0895mm","94.7931mm","T","180","330",
"R63","0603","92.645mm","72.4157mm","92.645mm","72.4157mm","92.645mm","73.1157mm","T","270","12K",
"R64","0603","93.0499mm","94.7931mm","93.0499mm","94.7931mm","93.7499mm","94.7931mm","T","180","330",
"R66","0603","73.976mm","47.638mm","73.976mm","47.638mm","73.276mm","47.638mm","T","0","10K",
"R67","0603","73.976mm","49.162mm","73.976mm","49.162mm","73.276mm","49.162mm","T","0","10K",
"R68","0603","73.976mm","50.686mm","73.976mm","50.686mm","73.276mm","50.686mm","T","0","10K",
"R69","0603","73.976mm","46.114mm","73.976mm","46.114mm","73.276mm","46.114mm","T","0","10K",
"R7","0603","18.0198mm","61.1254mm","18.0198mm","61.1254mm","18.0198mm","60.4254mm","T","90","10K",
"R70","0603","73.976mm","43.066mm","73.976mm","43.066mm","73.276mm","43.066mm","T","0","10K",
"R71","0603","73.976mm","44.59mm","73.976mm","44.59mm","73.276mm","44.59mm","T","0","10K",
"R72","0603","41.5148mm","89.2813mm","41.5148mm","89.2813mm","41.5148mm","89.9813mm","T","270","100K",
"R73","0603","43.4071mm","96.9521mm","43.4071mm","96.9521mm","43.4071mm","96.2521mm","T","90","51K",
"R73*1","0603","41.8831mm","96.9521mm","41.8831mm","96.9521mm","41.8831mm","96.2521mm","T","90","100K",
"R74","0603","47.2186mm","96.5584mm","47.2186mm","96.5584mm","47.9186mm","96.5584mm","T","180","100K",
"R75","0603","47.2298mm","95.0852mm","47.2298mm","95.0852mm","46.5298mm","95.0852mm","T","0","22K",
"R76","0603","32.07936mm","85.97316mm","32.07936mm","85.97316mm","32.07936mm","85.27316mm","T","90","300",
"R77","0603","43.8356mm","7.4029mm","43.8356mm","7.4029mm","43.8356mm","8.1029mm","T","270","100",
"R78","0805","88.303mm","80.785mm","88.303mm","80.785mm","89.353mm","80.785mm","T","180","49.9",
"R79","0805","86.81316mm","88.57772mm","86.81316mm","88.57772mm","85.76316mm","88.57772mm","T","0","49.9",
"R8","0603","18.0325mm","84.3156mm","18.0325mm","84.3156mm","17.3325mm","84.3156mm","T","0","10K",
"R80","0805","82.959mm","80.7215mm","82.959mm","80.7215mm","84.009mm","80.7215mm","T","180","49.9",
"R81","0805","80.55616mm","83.66028mm","80.55616mm","83.66028mm","81.60616mm","83.66028mm","T","180","49.9",
"R9","0603","20.8265mm","84.3156mm","20.8265mm","84.3156mm","20.1265mm","84.3156mm","T","0","10K",
"U1","SOIC-16_W3.90mm","27.113mm","52.845mm","27.113mm","52.845mm","22.668mm","50.145mm","T","0","74HC238",
"U10","SOIC-16_W3.90mm","57.0342mm","56.1216mm","57.0342mm","56.1216mm","59.7342mm","51.6766mm","T","90","74HC148",
"U11","SOIC-16_W3.90mm","57.0342mm","33.8458mm","57.0342mm","33.8458mm","59.7342mm","29.4008mm","T","90","74HC148",
"U12","SOIC-16_W3.90mm","68.0705mm","33.4394mm","68.0705mm","33.4394mm","65.3705mm","37.8844mm","T","270","4511",
"U13","SOIC-16_W3.90mm","68.0832mm","55.7914mm","68.0832mm","55.7914mm","65.3832mm","60.2364mm","T","270","4511",
"U16","TSSOP-20_W4.4mm","84.77336mm","35.87616mm","84.77336mm","35.87616mm","81.84836mm","33.07616mm","T","0","STM32F030F4Px",
"U17","SOIC-8_W3.9mm","96.241933mm","40.028969mm","96.241933mm","40.028969mm","94.336933mm","37.578969mm","T","0","MAX485E",
"U18","LQFP-64_10x10mm","87.02906mm","64.07688mm","87.02906mm","64.07688mm","90.77906mm","69.82688mm","T","180","CH395Q",
"U19","SOT-223-3_TabPin2","72.2742mm","81.6486mm","72.2742mm","81.6486mm","74.5742mm","84.7986mm","T","270","AZ1117-1.8",
"U2","SOIC-20_W7.5mm","11.667052mm","52.554816mm","11.667052mm","52.554816mm","17.3848mm","57.1656mm","T","180","74HC573",
"U20","TSOT-23-8_HandSoldering","44.0802mm","92.088mm","44.0802mm","92.088mm","45.0502mm","93.798mm","T","270","SY8303",
"U3","SOIC-20_W7.5mm","27.141148mm","36.272184mm","27.141148mm","36.272184mm","21.4234mm","31.6614mm","T","0","74HC573",
"U4","SOIC-16_W3.90mm","10.349mm","35.8016mm","10.349mm","35.8016mm","14.794mm","38.5016mm","T","180","74HC238",
"U5","SOIC-14_W3.9mm","38.3271mm","44.7678mm","38.3271mm","44.7678mm","35.6271mm","48.5778mm","T","270","74HC00",
"U6","SOIC-14_W3.9mm","38.3271mm","65.2783mm","38.3271mm","65.2783mm","35.6271mm","69.0883mm","T","270","74HC00",
"U7","SOIC-14_W3.9mm","38.3271mm","54.6611mm","38.3271mm","54.6611mm","35.6271mm","58.4711mm","T","270","74HC00",
"U8","SOIC-14_W3.9mm","62.8254mm","44.9202mm","62.8254mm","44.9202mm","66.6354mm","47.6202mm","T","180","74HC04",
"U9","SOIC-8_W3.9mm","38.9588mm","5.8169mm","38.9588mm","5.8169mm","36.5088mm","7.7219mm","T","270","TLC555",
"Y1","Crystal_SMD_3225-4pin_3.2x2.5mm","82.31736mm","73.42916mm","82.31736mm","73.42916mm","83.41736mm","74.27916mm","T","180","30MHz",
"Through Hole Items ",
"D1","LED_D3.0mm","26.605mm","86.627mm","26.605mm","86.627mm","26.605mm","86.627mm","T","180","Green",
"D3","LED_D3.0mm","36.6888mm","86.627mm","36.6888mm","86.627mm","36.6888mm","86.627mm","T","180","Red",
"J5","XH2.54-4","95.3134mm","28.9055mm","95.3134mm","28.9055mm","95.3134mm","32.7155mm","T","270","SWD",
"REF**","M3_Screwhole","4.0mm","96.0mm","4.0mm","96.0mm","6.05681mm","97.1875mm","T","0","M3_Screwhole",
"SW1","K8-7071","5.0992mm","17.1326mm","5.0992mm","17.1326mm","7.5992mm","20.1326mm","T","180","LOAD",
"SW2","SRBV170501","25.2682mm","72.8094mm","25.2682mm","72.8094mm","30.2682mm","63.6594mm","T","0","SRBV170501",
"SW3","SRBV170501","25.2682mm","14.8593mm","25.2682mm","14.8593mm","20.2682mm","24.0093mm","T","180","SRBV170501",
"SW4","K8-7071","5.0992mm","73.5206mm","5.0992mm","73.5206mm","7.5992mm","76.5206mm","T","180","M/R",
"SW5","SW_PUSH_6mm","87.414mm","21.222mm","87.414mm","21.222mm","80.914mm","21.222mm","T","180","RESET",
"U14","7SegmentLED_LTS6760_LTS6780","61.5681mm","13.7163mm","61.5681mm","13.7163mm","56.4881mm","6.0963mm","T","0","Blue 0.59''",
"U15","7SegmentLED_LTS6760_LTS6780","61.5681mm","72.8355mm","61.5681mm","72.8355mm","56.4881mm","65.2155mm","T","0","Blue 0.59''",
"J1","Molex_KK-6410-08_08x2.54mm_Straight","47.56mm","23.8128mm","47.56mm","23.8128mm","47.56mm","23.8128mm","B","270","Conn_01x08",
"J2","Molex_KK-6410-08_08x2.54mm_Straight","47.56mm","78.5498mm","47.56mm","78.5498mm","47.56mm","78.5498mm","B","270","Conn_01x08",
"J3","Molex_KK-6410-08_08x2.54mm_Straight","47.56mm","56.147mm","47.56mm","56.147mm","47.56mm","56.147mm","B","270","Conn_01x08",
"J4","HR913550A","87.6412mm","92.0372mm","87.6412mm","92.0372mm","83.1912mm","85.6872mm","B","180","HR913550A",
"J6","PhoenixContact_MSTBA-G_03x5.08mm_Angled","60.617mm","93.104mm","60.617mm","93.104mm","60.617mm","93.104mm","B","0","485",
"J7","PhoenixContact_MSTBA-G_02x5.08mm_Angled","12.2794mm","92.9897mm","12.2794mm","92.9897mm","12.2794mm","92.9897mm","B","0","12VDC",
"J8","1pin","92.7226mm","18.555mm","92.7226mm","18.555mm","92.7226mm","18.555mm","B","0","Conn_01x01",
"RV1","3362P","52.513mm","95.1614mm","52.513mm","95.1614mm","49.973mm","95.1614mm","B","0","100K",
